Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591,121.3,5,11.57,7.5,10.71441777,2.014903021,4.798266816,Hyundai,Verna
Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796,47.3,5,11.57,2.36,10.11119254,0.858661619,3.856510295,Maruti,Alto
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248,88.5,5,12.56,11.39,10.20088478,2.432735777,4.483002552,Maruti,Vitara
Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1,2179,140,7,11.57,7.02,11.38208758,1.948763218,4.941642423,Mahindra,XUV500
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248,88.5,5,10.14,8,10.47160991,2.079441542,4.483002552,Maruti,Vitara
Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.6,1197,81.83,5,11.57,7.11,10.85150948,1.961502244,4.404643925,Hyundai,i20
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10,1796,157.7,5,11.57,3.9,10.92052819,1.360976553,5.060694494,Mercedes-Benz,E-Class
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796,46.3,5,11.57,2.15,11.08352621,0.765467842,3.835141961,Maruti,Alto
Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18,1198,86.7,5,11.57,3.25,10.59663473,1.178654996,4.462453884,Honda,Amaze
Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993,255,5,160,70.66,10.55755601,4.257879642,5.541263545,Land,Rover
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24,1120,70,5,11.57,4.61,11.18308717,1.528227857,4.248495242,Hyundai,Grand
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799,130,5,11.57,2.35,11.3736634,0.854415328,4.86753445,Honda,Civic
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24,1120,70,5,11.57,4.05,10.40426284,1.398716881,4.248495242,Hyundai,Grand
Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1,796,37,4,11.57,0.8,10.00333289,-0.223143551,3.610917913,Maruti,800
Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364,67.1,5,11.57,5.6,10.99522627,1.722766598,4.206184044,Toyota,Etios
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54,1396,88.73,5,11.57,5.35,10.69194491,1.677096561,4.485598051,Hyundai,i20
Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998,67.1,5,4.82,3.25,9.392661929,1.178654996,4.206184044,Maruti,Alto
BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995,184,5,11.57,11.5,11.09741002,2.442347035,5.214935758,BMW,X1
Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1,998,67.04,5,11.57,4.25,10.54557825,1.446918983,4.205289456,Maruti,Celerio
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798,157.75,5,11.57,4.45,10.46310334,1.492904096,5.061011501,Skoda,Superb
Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14,2498,112,7,11.57,2.85,11.15625052,1.047318994,4.718498871,Mahindra,Xylo
Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.1,2179,140,7,11.57,7.85,11.36210258,2.060513532,4.941642423,Mahindra,XUV500
Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1,1197,85.8,5,11.57,5.3,10.37349118,1.667706821,4.452019006,Maruti,Swift
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88,999,123.24,5,11.57,8,9.61580548,2.079441542,4.814133674,Ford,Ecosport
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364,87.2,5,11.57,9.43,11.15507841,2.243896097,4.468204331,Toyota,Corolla
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.5,1197,80,5,11.57,2.75,10.57131693,1.011600912,4.382026635,Hyundai,i20
Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461,108.45,5,11.57,13.5,6.918695219,2.602689685,4.686289237,Renault,Captur
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11,2987,198.5,5,11.57,9.99,11.35040654,2.301584593,5.2907891,Mercedes-Benz,E-Class
Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1,998,100,5,11.57,6.95,10.75070684,1.93874166,4.605170186,Maruti,Baleno
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.97,1498,99.6,5,11.57,6.75,10.20359214,1.909542505,4.601162165,Nissan,Sunny
Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197,82,5,11.57,5.5,9.61580548,1.704748092,4.406719247,Hyundai,Grand
Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462,103.25,5,11.11,9.18,9.266248004,2.217027205,4.637153232,Maruti,Ciaz
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197,82,5,11.57,4.15,9.433483923,1.423108334,4.406719247,Hyundai,Xcent
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582,126.32,5,11.57,6.5,10.858999,1.871802177,4.83881837,Hyundai,Verna
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197,81.8,5,5.44,4.11,10.81613164,1.413423029,4.404277244,Maruti,Wagon
Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493,110,5,11.57,2.25,11.40756495,0.810930216,4.700480366,Hyundai,Verna
Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.71,1197,78.9,5,11.57,4.56,10.86297186,1.517322624,4.368181228,Toyota,Etios
Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68,2498,112,7,11.57,4,12.02791441,1.386294361,4.718498871,Mahindra,Xylo
Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364,67.06,5,11.57,5.27,10.81765603,1.662030363,4.205587741,Toyota,Etios
Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06,2523,63,7,11.57,9.11,9.474549088,2.209372711,4.143134726,Mahindra,Thar
Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42,1995,147.6,5,11.57,6.2,11.75978554,1.824549292,4.994505912,Nissan,X-Trail
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755,171.5,7,26.55,19.97,10.16673604,2.994231147,5.144583267,Toyota,Innova
Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38,1396,88.7,5,11.57,10.17,10.66391948,2.31944221,4.485259889,Hyundai,Creta
Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248,74,5,8.26,4.5,11.65268741,1.504077397,4.304065093,Maruti,Swift
Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9,1582,126.2,5,11.57,14.28,10.32643233,2.658859957,4.83786795,Hyundai,Verna
Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7,796,46.3,5,11.57,2.47,9.603327959,0.904218151,3.835141961,Maruti,Alto
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248,88.5,5,11.57,7.9,10.96819829,2.066862759,4.483002552,Maruti,S
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814,55.2,5,11.57,2.3,11.12914357,0.832909123,4.010962953,Hyundai,EON
Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598,102.5,5,11.57,6.5,11.05437599,1.871802177,4.629862799,Nissan,Terrano
Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814,55.2,5,11.57,3.25,10.30895266,1.178654996,4.010962953,Hyundai,EON
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248,88.7,5,10.06,5.85,10.23163956,1.766441661,4.485259889,Tata,Zest
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143,203,5,11.57,29,10.87804719,3.36729583,5.313205979,Mercedes-Benz,E-Class
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968,174.3,5,11.57,25.71,11.38112971,3.246880021,5.160777953,Audi,Q5
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.3,1596,101,5,11.57,1.85,11.46029443,0.615185639,4.615120517,Ford,Fiesta
BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995,184,5,11.57,22.75,10.93310697,3.124565145,5.214935758,BMW,3
Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1,998,100,5,11.57,8.32,9.83510164,2.118662255,4.605170186,Maruti,Baleno
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.21,2143,203,5,11.57,26,10.30895266,3.258096538,5.313205979,Mercedes-Benz,E-Class
Ford Endeavour Hurricane LE,Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953,94,7,11.57,7,11.76756768,1.945910149,,Ford,Endeavour
Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,3.45,10.98529272,1.238374231,4.368181228,Hyundai,i10
Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197,82,5,11.57,5.15,9.472704636,1.638996715,4.406719247,Hyundai,Grand
Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4,1198,86.8,5,11.57,3.51,11.21620265,1.255616037,4.463606622,Honda,Brio
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9,1396,88.76,5,11.57,3.45,10.71441777,1.238374231,4.485936098,Hyundai,i20
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47,1198,73.9,5,11.57,3.75,10.95080655,1.32175584,4.302712828,Volkswagen,Polo
Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13,1493,100,5,11.57,1.45,11.7435847,0.371563556,4.605170186,Honda,City
Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7,1896,66,5,11.57,2.2,11.28978191,0.78845736,4.189654742,Skoda,Octavia
Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499,141,7,11.57,7.99,11.94470788,2.07819076,4.94875989,Ford,Endeavour
Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991,147.9,5,11.57,6.75,11.03488966,1.909542505,4.99653637,Chevrolet,Cruze
Honda CR-V AT With Sun Roof,Kolkata,2013,27000,Petrol,Automatic,First,14,1493,94,5,11.57,11.99,10.20359214,2.484072969,,Honda,CR-V
Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498,98.6,7,11.57,5,10.71441777,1.609437912,4.591071262,Honda,Mobilio
Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77,1248,88.76,7,11.57,5.9,11.56171563,1.774952351,4.485936098,Maruti,Ertiga
Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197,82,5,11.57,3.75,10.16585182,1.32175584,4.406719247,Hyundai,Grand
Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993,270.9,5,11.57,29.5,10.33851146,3.384390263,5.601749749,Jaguar,XF
Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18,1198,86.7,5,11.57,4.75,10.77895629,1.558144618,4.462453884,Honda,Amaze
Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4,2698,179.5,5,11.57,11.5,11.63265327,2.442347035,5.190175208,Audi,A6
Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,6.95,8.517193191,1.93874166,4.404643925,Hyundai,i20
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17,1198,73.75,5,11.57,5.4,9.680344001,1.686398954,4.300680995,Volkswagen,Ameo
Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997,135.1,5,11.57,4.75,11.05089001,1.558144618,4.906015245,Renault,Fluence
Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998,67.1,5,4.5,2.15,10.25061708,0.765467842,4.206184044,Maruti,Alto
Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,796,46.3,5,11.57,0.9,10.79957558,-0.105360516,3.835141961,Maruti,Alto
Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,998,67.04,5,11.57,3.5,9.43356392,1.252762968,4.205289456,Maruti,Wagon
Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248,92,5,11.57,5.85,10.94425884,1.766441661,4.521788577,Fiat,Linea
Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,3.15,11.56171563,1.147402453,4.302712828,Maruti,Swift
Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461,84.8,5,11.57,6,10.86141914,1.791759469,4.440295543,Renault,Scala
Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197,80,5,11.57,2.23,10.54534144,0.802001585,4.382026635,Hyundai,i20
Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197,82,5,11.57,2.5,10.81977828,0.916290732,4.406719247,Hyundai,Xcent
Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9,998,67.1,5,11.57,3.87,10.82436774,1.353254507,4.206184044,Maruti,Wagon
Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179,140,7,11.57,9.5,10.34174248,2.251291799,4.941642423,Mahindra,XUV500
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,11.57,17.75,11.27720313,2.876385516,5.12693575,Toyota,Fortuner
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461,108.45,5,11.57,3.75,11.77528973,1.32175584,4.686289237,Renault,Duster
Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086,62.1,5,11.57,1.5,11.65268741,0.405465108,4.128745989,Hyundai,Santro
Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01,1591,121.3,5,11.57,5,10.63344871,1.609437912,4.798266816,Hyundai,Verna
BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995,177,5,11.57,17,10.90384366,2.833213344,5.176149733,BMW,X1
Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799,130,5,11.57,4.38,10.93953271,1.477048724,4.86753445,Honda,Civic
Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798,187.74,5,56.97,41.5,9.998797732,3.725693427,5.235058027,Audi,A6
Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,998,67.04,5,11.57,3,8.987196821,1.098612289,4.205289456,Maruti,Wagon
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248,88.5,5,12.56,11,10.26607995,2.397895273,4.483002552,Maruti,Vitara
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720,190,7,11.57,14,11.67194428,2.63905733,5.247024072,Land,Rover
Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248,74,5,11.57,7.65,10.32548196,2.034705648,4.304065093,Maruti,Dzire
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17,1591,121.3,5,11.19,8.7,8.517193191,2.163323026,4.798266816,Hyundai,Verna
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248,88.5,7,13.33,9.9,10.6454249,2.292534757,4.483002552,Maruti,Ertiga
Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495,94,5,11.57,2.05,10.39736028,0.717839793,4.543294782,Hyundai,Accent
Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17,1197,80,5,11.57,5.25,9.852615222,1.658228077,4.382026635,Hyundai,i20
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17,1591,121.3,5,11.67,5.77,10.39028684,1.752672081,4.798266816,Hyundai,Verna
Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796,46.3,5,11.57,1.95,11.45902878,0.667829373,3.835141961,Maruti,Alto
Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179,120,8,11.57,7.45,11.15625052,2.008214032,4.787491743,Mahindra,Scorpio
Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,998,67.1,5,11.57,2.6,11.13235295,0.955511445,4.206184044,Maruti,Wagon
Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17,1197,80,5,11.57,3.25,11.1844214,1.178654996,4.382026635,Hyundai,i20
Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248,73.9,5,11.57,3.85,11.22543004,1.348073148,4.302712828,Maruti,Ritz
Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995,148,5,11.57,7.5,11.08214255,2.014903021,4.997212274,Renault,Koleos
BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995,190,5,47.87,11.5,10.92590251,2.442347035,5.247024072,BMW,3
Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4,1198,86.8,5,11.57,3.25,10.81977828,1.178654996,4.463606622,Honda,Brio
Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997,134,5,11.57,1.5,10.69648007,0.405465108,4.8978398,Hyundai,Sonata
Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,5.31,11.08214255,1.669591835,4.302712828,Maruti,Swift
Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16,2179,140,7,11.57,9,10.79957558,2.197224577,4.941642423,Mahindra,XUV500
Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086,68.05,5,11.57,3.59,8.881836305,1.278152203,4.220242729,Hyundai,i10
Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73,1373,91.1,5,11.57,7.35,10.67248405,1.994700313,4.511957804,Maruti,Ciaz
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8,2494,102,8,11.57,12,11.62625415,2.48490665,4.624972813,Toyota,Innova
Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197,82,5,11.57,6.02,10.06645638,1.795087259,4.406719247,Hyundai,Grand
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991,123.7,5,11.57,2.57,11.31642384,0.943905899,4.817859279,Chevrolet,Optra
Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2696,162,7,11.57,12.45,10.95080655,2.521720623,5.087596335,Mahindra,Ssangyong
Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179,140,7,11.57,12.63,10.57986999,2.536074936,4.941642423,Mahindra,XUV500
Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497,117.3,5,11.57,7.75,11.03488966,2.047692843,4.764734756,Honda,City
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,11.57,5.5,11.00209984,1.704748092,4.49803031,Ford,Ecosport
Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,11.57,4.43,10.46310334,1.488399584,4.404643925,Hyundai,i20
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143,136,5,11.57,24.51,10.38421473,3.199081198,4.912654886,Mercedes-Benz,CLA
Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22,814,55,5,11.57,2.65,10.75790288,0.97455964,4.007333185,Hyundai,EON
Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,33.44,796,40.3,4,11.57,2.1,11.09037015,0.741937345,3.696351469,Maruti,Alto
Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6,1496,88.7,5,11.57,3.2,10.49127422,1.16315081,4.485259889,Toyota,Etios
Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4,1248,74,5,11.57,4.25,11.22524339,1.446918983,4.304065093,Maruti,Swift
Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,796,46.3,5,11.57,1.1,10.54534144,0.09531018,3.835141961,Maruti,Alto
Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,998,67.04,5,11.57,4.3,10.96505542,1.458615023,4.205289456,Maruti,Celerio
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498,89.84,5,11.57,8.9,10.71441777,2.186051277,4.49803031,Ford,Ecosport
Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01,1461,108.5,5,11.57,6.5,11.22597646,1.871802177,4.686750173,Nissan,Terrano
Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354,142,5,11.57,3.5,11.0892251,1.252762968,4.955827058,Honda,Accord
Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248,75,5,11.57,4.25,11.24119548,1.446918983,4.317488114,Maruti,Swift
Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16,2179,140,7,11.57,16.46,10.16384981,2.800933195,4.941642423,Mahindra,XUV500
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199,88.7,5,11.57,5.95,10.25765937,1.78339122,4.485259889,Honda,Jazz
Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497,117.3,5,11.57,7.1,10.24010264,1.960094784,4.764734756,Honda,City
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172,67,5,11.57,1.25,10.1266311,0.223143551,4.204692619,Fiat,Grande
Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061,94,5,11.57,2.5,10.59663473,0.916290732,,Maruti,Estilo
Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02,1373,93.7,7,11.57,5.5,11.32107465,1.704748092,4.540098189,Maruti,Ertiga
Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44,1198,75,5,11.57,3.25,10.30895266,1.178654996,4.317488114,Nissan,Micra
Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17,1497,118,5,11.57,5,10.2327913,1.609437912,4.770684624,Honda,City
Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496,88.73,5,11.57,6.58,10.41676018,1.884034745,4.485598051,Toyota,Etios
BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995,184,5,11.57,19.5,10.54534144,2.970414466,5.214935758,BMW,3
Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7,1199,88.7,5,11.57,6.14,10.64497241,1.814824742,4.485259889,Honda,Jazz
Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248,73.75,5,8.75,4.95,11.25265102,1.599387577,4.300680995,Maruti,Dzire
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598,103.5,5,11.57,5.75,11.18168154,1.749199855,4.639571613,Skoda,Rapid
Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1,2179,140,7,11.57,6.6,11.20250687,1.887069649,4.941642423,Mahindra,XUV500
Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197,82,5,11.57,5.72,11.1426296,1.743968805,4.406719247,Hyundai,Grand
Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17,1497,118,5,11.57,2.6,11.28705319,0.955511445,4.770684624,Honda,City
Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494,102,7,11.57,6.5,12.4292162,1.871802177,4.624972813,Toyota,Innova
Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1,2179,140,7,11.57,6.1,11.40756495,1.808288771,4.941642423,Mahindra,XUV500
Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248,73.9,5,11.57,3.85,11.77528973,1.348073148,4.302712828,Maruti,Swift
Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04,1598,103.6,5,11.57,4.5,11.08214255,1.504077397,4.64053733,Volkswagen,Vento
Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364,94,5,11.57,5.3,10.74712157,1.667706821,,Toyota,Etios
Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968,147.51,5,11.57,18.25,11.23848862,2.90416508,4.99389597,Audi,A4
Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373,93.7,7,11.57,5.75,10.24003122,1.749199855,4.540098189,Maruti,Ertiga
Toyota Corolla Altis 1.8 G CNG,Mumbai,2010,63000,CNG,Manual,Second,14.53,1798,138,5,11.57,3.35,11.05089001,1.208960346,4.927253685,Toyota,Corolla
